mz	intensity	ms runs	percentage	theoretical m/z	delta PPM	primary identification	other identifications
123.67598	7.6	1/85	2.6%	?	?	?	?
123.6835	25.6	1/85	4.4%	?	?	?	?
123.68687	20.6	2/85	3.4%	?	?	?	?
123.697	80.5	1/85	7.8%	?	?	?	?
123.6917	120.1	1/85	1.0%	?	?	?	?
123.7099	102.0	1/85	7.5%	?	?	?	?
123.71258	125.7	1/85	11.1%	?	?	?	?
123.71711	47.0	1/85	4.8%	?	?	?	?
123.71819	109.6	2/85	9.1%	?	?	?	?
123.71953	102.3	1/85	9.3%	?	?	?	?
123.90795	11.4	1/85	1.2%	?	?	?	?
123.96433	38.4	1/85	0.8%	?	?	?	?
123.98852	61.9	1/85	0.6%	?	?	?	?
124.01892	158.4	1/85	12.7%	?	?	?	?
124.03323	188.6	2/85	12.4%	?	?	?	?
124.03572	127.0	1/85	9.1%	?	?	?	?
124.03929	57.8	29/85	1.6%	124.0393	0.08	a(AD)-H2O-NH3	['b(AS)-H2O-NH3', 'a(EG)-H2O-NH3', 'b(GT)-H2O-NH3']
124.07569	66.1	17/85	1.7%	124.07569	0.0	a(AP)-NH3	['a(SV)-H2O-NH3']
124.08061	78.6	23/85	1.8%	?	?	?	?
124.08694	8.1	7/85	0.5%	?	?	?	?
124.09648	89.0	8/85	6.5%	?	?	?	?
123.53542	83.9	1/85	0.0%	?	?	?	?
124.09691	19.3	3/85	3.0%	?	?	?	?
124.11205	21.9	23/85	0.7%	?	?	?	?
124.12017	27.2	5/85	1.2%	?	?	?	?
124.21246	12.2	1/85	1.1%	?	?	?	?
124.34102	7.0	1/85	1.5%	?	?	?	?
124.34447	12.5	1/85	2.0%	?	?	?	?
124.34081	13.4	1/85	1.5%	?	?	?	?
124.35058	10.2	1/85	2.9%	?	?	?	?
124.35221	21.5	1/85	3.0%	?	?	?	?
124.35907	15.8	1/85	2.8%	?	?	?	?
124.36309	11.8	1/85	4.2%	?	?	?	?
124.35312	14.5	1/85	2.2%	?	?	?	?
124.37235	52.4	1/85	6.4%	?	?	?	?
123.70846	1.3	1/85	0.0%	?	?	?	?
124.39946	15.6	1/85	1.7%	?	?	?	?
124.40285	16.5	1/85	1.5%	?	?	?	?
124.42485	14.2	1/85	1.4%	?	?	?	?
124.4326	15.1	1/85	1.7%	?	?	?	?
124.43358	15.6	1/85	1.5%	?	?	?	?
124.43449	29.4	1/85	2.9%	?	?	?	?
124.43598	32.1	1/85	3.0%	?	?	?	?
124.50434	359.0	1/85	12.8%	?	?	?	?
124.40026	15.6	1/85	1.7%	?	?	?	?
124.40812	18.9	1/85	1.9%	?	?	?	?
124.40735	19.0	1/85	2.0%	?	?	?	?
124.53037	40.2	1/85	5.1%	?	?	?	?
124.54548	86.1	1/85	14.5%	?	?	?	?
124.54838	12.4	1/85	1.8%	?	?	?	?
124.54613	12.4	1/85	1.9%	?	?	?	?
124.54838	12.4	1/85	1.8%	?	?	?	?
124.55376	10.5	1/85	1.5%	?	?	?	?
124.56137	26.7	1/85	3.9%	?	?	?	?
124.56885	8.6	1/85	1.2%	?	?	?	?
124.5823	41.1	7/85	0.9%	?	?	?	?
124.63355	0.2	1/85	0.0%	?	?	?	?
124.35716	23.6	1/85	1.8%	?	?	?	?
124.68963	24.0	1/85	2.1%	?	?	?	?
124.69335	26.1	1/85	2.3%	?	?	?	?
123.45699	1832.1	1/85	0.0%	?	?	?	?
124.7018	21.9	1/85	2.0%	?	?	?	?
124.54776	58.9	1/85	13.3%	?	?	?	?
124.70332	27.9	2/85	2.6%	?	?	?	?
124.40349	6.2	1/85	0.5%	?	?	?	?
124.7005	25.3	1/85	3.0%	?	?	?	?
124.70264	28.4	1/85	2.5%	?	?	?	?
124.70349	28.2	1/85	2.6%	?	?	?	?
124.70506	35.9	1/85	2.3%	?	?	?	?
124.70008	24.1	1/85	2.4%	?	?	?	?
124.70842	31.3	1/85	3.2%	?	?	?	?
124.70942	16.1	1/85	1.4%	?	?	?	?
124.71019	22.4	1/85	2.9%	?	?	?	?
124.71461	14.9	2/85	1.5%	?	?	?	?
124.7157	13.3	1/85	1.1%	?	?	?	?
124.72002	14.2	1/85	1.4%	?	?	?	?
124.72404	13.4	1/85	1.3%	?	?	?	?
124.72727	16.0	1/85	1.7%	?	?	?	?
124.86096	15.2	3/85	1.4%	?	?	?	?
124.72286	14.5	1/85	1.4%	?	?	?	?
124.86098	15.0	1/85	1.4%	?	?	?	?
124.58254	14.3	1/85	13.2%	?	?	?	?
124.86296	20.0	1/85	0.6%	?	?	?	?
124.3617	18.7	1/85	3.0%	?	?	?	?
124.53738	46.0	1/85	6.3%	?	?	?	?
124.94046	3.4	1/85	0.3%	?	?	?	?
124.71641	16.8	1/85	1.8%	?	?	?	?
124.72329	15.9	1/85	1.7%	?	?	?	?
124.72617	16.2	1/85	1.6%	?	?	?	?
124.72498	15.0	1/85	1.6%	?	?	?	?
124.86094	13.2	1/85	1.4%	?	?	?	?
124.95447	14.4	1/85	1.3%	?	?	?	?
124.95923	11.9	1/85	1.1%	?	?	?	?
124.9585	12.0	1/85	1.2%	?	?	?	?
124.9574	9.9	1/85	1.0%	?	?	?	?
124.9632	12.6	1/85	1.4%	?	?	?	?
124.96416	22.7	2/85	1.0%	?	?	?	?
124.96507	20.7	1/85	1.8%	?	?	?	?
124.96435	20.4	1/85	1.8%	?	?	?	?
124.96716	12.6	1/85	1.2%	?	?	?	?
124.97179	21.3	1/85	2.0%	?	?	?	?
124.97084	22.4	1/85	1.9%	?	?	?	?
124.9717	21.3	1/85	2.0%	?	?	?	?
124.97471	24.0	1/85	1.4%	?	?	?	?
124.07061	11.9	1/85	0.0%	?	?	?	?
124.97741	24.7	1/85	2.5%	?	?	?	?
124.9784	25.9	1/85	2.4%	?	?	?	?
124.98423	19.3	1/85	1.1%	?	?	?	?
124.96813	14.7	1/85	1.6%	?	?	?	?
124.9733	18.7	1/85	2.0%	?	?	?	?
124.97756	21.9	1/85	1.5%	?	?	?	?
124.97347	19.0	1/85	2.0%	?	?	?	?
124.98928	64.8	1/85	0.0%	?	?	?	?
124.19266	91.6	1/85	0.2%	?	?	?	?
124.38027	5.9	1/85	0.7%	?	?	?	?
124.68397	14.4	1/85	1.6%	?	?	?	?
124.68881	12.3	1/85	1.2%	?	?	?	?
124.93518	17.8	1/85	1.8%	?	?	?	?
124.94118	29.4	1/85	1.7%	?	?	?	?
124.40837	19.0	1/85	2.0%	?	?	?	?
124.94059	16.1	1/85	1.7%	?	?	?	?
124.94199	16.0	1/85	1.7%	?	?	?	?
124.94065	16.1	1/85	1.8%	?	?	?	?
124.94147	16.0	1/85	1.7%	?	?	?	?
124.9429	15.4	1/85	1.7%	?	?	?	?
124.94088	16.0	1/85	1.7%	?	?	?	?
124.99981	47.9	4/85	0.9%	?	?	?	?
125.02332	21.9	5/85	0.4%	?	?	?	?
125.04266	29.5	2/85	0.2%	125.04265	-0.08	a(AD)-H2O-NH3+i	['b(AS)-H2O-NH3+i', 'a(EG)-H2O-NH3+i', 'b(GT)-H2O-NH3+i']
125.05966	86.3	6/85	2.1%	?	?	?	?
125.07093	78.6	64/85	2.3%	125.07094	0.08	b(AA)-H2O	[]
125.09603	132.6	9/85	2.2%	?	?	?	?
125.1073	71.3	71/85	1.3%	125.10732	0.16	a(AV)-H2O	['a(GI)-H2O', 'a(GL)-H2O']
125.13242	69.5	8/85	1.2%	?	?	?	?
125.18732	309.8	1/85	0.0%	?	?	?	?
124.966	20.2	1/85	1.8%	?	?	?	?
124.5603	523.4	1/85	13.3%	?	?	?	?
124.96974	16.7	1/85	1.5%	?	?	?	?
124.93022	3.7	1/85	0.4%	?	?	?	?
124.99981	69.3	1/85	0.6%	?	?	?	?
125.02333	22.0	1/85	0.4%	?	?	?	?
125.07094	95.4	1/85	1.8%	125.07094	0.0	b(AA)-H2O	[]
125.10734	31.0	1/85	0.5%	125.10732	-0.16	a(AV)-H2O	['a(GI)-H2O', 'a(GL)-H2O']
125.24459	97.1	5/85	8.5%	?	?	?	?
125.24534	7.4	3/85	1.1%	?	?	?	?
125.42271	0.2	1/85	0.0%	?	?	?	?
124.55037	12.7	1/85	1.9%	?	?	?	?
124.52957	41.2	1/85	5.1%	?	?	?	?
124.08299	87.0	1/85	0.0%	?	?	?	?
124.55269	12.1	1/85	1.7%	?	?	?	?
124.55878	10.6	1/85	1.5%	?	?	?	?
124.54989	12.7	1/85	1.8%	?	?	?	?
124.55136	11.4	1/85	1.7%	?	?	?	?
124.54212	12.3	1/85	2.6%	?	?	?	?
124.55878	10.6	1/85	1.5%	?	?	?	?
124.58231	19.0	1/85	1.2%	?	?	?	?
125.05976	19.9	1/85	0.7%	?	?	?	?
125.07094	112.1	1/85	3.6%	125.07094	0.0	b(AA)-H2O	[]
125.10733	30.0	1/85	0.9%	125.10732	-0.08	a(AV)-H2O	['a(GI)-H2O', 'a(GL)-H2O']
125.63019	21.2	5/85	1.9%	?	?	?	?
126.01784	44.3	5/85	4.2%	?	?	?	?
126.01218	2.3	1/85	0.0%	?	?	?	?
126.01721	47.4	1/85	3.8%	?	?	?	?
126.05494	483.5	85/85	5.5%	126.05495	0.08	b(AA)-NH3	['y(AA)-H2O-NH3', 'a(ST)-H2O-NH3']
126.0662	93.1	11/85	1.3%	126.06619	-0.08	a(GN)-H2O	['a(GGG)-H2O']
126.07876	229.0	6/85	3.2%	?	?	?	?
126.09134	60.0	53/85	1.1%	126.09134	0.0	a(AV)-NH3	['a(GI)-NH3', 'a(GL)-NH3']
126.12771	39.6	6/85	0.8%	126.12773	0.16	TMT126	[]
126.40902	88.8	5/85	7.9%	?	?	?	?
126.40988	7.6	5/85	1.1%	?	?	?	?
126.80167	17.2	5/85	1.6%	?	?	?	?
127.03896	55.3	59/85	0.9%	127.03897	0.08	C6H7O3	[]
127.0502	186.1	85/85	3.1%	127.0502	0.0	a(DG)-H2O	['a(GN)-NH3', 'b(GS)-H2O', 'a(GGG)-NH3']
127.05842	54.9	3/85	1.1%	127.0583	-0.94	b(AA)-NH3+i	['y(AA)-H2O-NH3+i', 'a(ST)-H2O-NH3+i']
127.07537	46.7	17/85	1.2%	?	?	?	?
127.08186	40.4	4/85	0.5%	?	?	?	?
127.08657	591.9	85/85	10.7%	127.08659	0.16	a(GP)	['a(AT)-H2O']
127.09048	32.9	1/85	0.6%	?	?	?	?
127.09781	180.5	5/85	4.1%	?	?	?	?
127.11168	31.1	7/85	0.9%	?	?	?	?
127.12296	53.0	6/85	1.0%	?	?	?	?
127.14808	38.4	1/85	0.3%	?	?	?	?
127.19433	54.2	5/85	5.0%	?	?	?	?
127.58931	103.1	5/85	9.2%	?	?	?	?
127.59019	14.1	6/85	2.1%	?	?	?	?
128.02614	23.2	1/85	0.3%	?	?	?	?
128.04546	18.0	7/85	0.4%	?	?	?	?
128.07061	107.0	70/85	2.8%	128.0706	-0.08	a(AT)-NH3	[]
128.0818	43.8	45/85	0.9%	128.08184	0.31	C5H10N3O	[]
128.08998	18.8	26/85	0.7%	128.08994	-0.31	a(GP)+i	['a(AT)-H2O+i']
128.09438	68.1	5/85	1.2%	?	?	?	?
128.10698	199.8	84/85	3.0%	128.10699	0.08	IL[Acetyl]	[]
128.38565	110.5	5/85	10.0%	?	?	?	?
128.38651	7.0	3/85	1.0%	?	?	?	?
128.78624	100.2	5/85	9.2%	?	?	?	?
128.78697	20.2	6/85	3.2%	?	?	?	?
128.98946	20.3	5/85	2.0%	?	?	?	?
129.01824	85.5	17/85	1.6%	?	?	?	?
129.0502	48.6	1/85	0.7%	?	?	?	?
129.05462	134.1	30/85	2.2%	129.05462	0.0	C6H9O3	[]
129.05926	64.2	1/85	0.3%	?	?	?	?
129.06585	936.1	85/85	19.5%	129.06585	0.0	IQ+CO	['b(Q)', 'b(AG)', 'y(Q)-H2O', 'y(AG)-H2O', 'a(SS)-H2O']
129.0699	31.8	3/85	1.0%	?	?	?	?
129.09133	75.1	57/85	0.8%	129.09101	-2.48	C7H13O2	[]
129.09165	171.2	7/85	1.1%	129.09101	-4.96	C7H13O2	[]
129.09237	85.7	11/85	1.7%	?	?	?	?
129.09708	36.4	14/85	1.8%	?	?	?	?
129.09749	473.5	3/85	7.4%	?	?	?	?
129.10224	14419.3	85/85	75.7%	129.10224	0.0	IK+CO	['b(K)', 'a(GV)', 'y(K)-H2O']
129.10633	219.6	2/85	4.4%	?	?	?	?
129.10695	32.1	4/85	1.5%	?	?	?	?
129.10763	87.6	1/85	1.3%	?	?	?	?
129.11254	152.7	21/85	3.1%	129.11347	7.2	IR	[]
129.11287	114.3	40/85	2.4%	129.11347	4.65	IR	[]
129.11351	24.1	16/85	1.1%	129.11347	-0.31	IR	[]
129.18907	71.3	5/85	6.6%	?	?	?	?
129.3894	21.2	5/85	2.1%	?	?	?	?
129.59386	112.5	5/85	10.3%	?	?	?	?
129.59452	21.7	6/85	3.5%	?	?	?	?
130.00022	54.4	5/85	5.4%	?	?	?	?
130.03218	20.1	1/85	0.3%	130.03211	-0.54	b(M[Oxidation])-H2O	['a(AC)-NH3']
130.04987	243.4	84/85	7.2%	130.04987	0.0	b(E)	['y(E)-H2O', 'y(Q)-NH3', 'y(AG)-NH3', 'a(SS)-NH3']
130.05791	70.2	6/85	0.8%	?	?	?	?
130.06513	986.9	85/85	13.7%	130.06513	0.0	IW-CH3N	['b(F)-H2O']
130.06739	13.5	3/85	0.6%	?	?	?	?
130.06776	12.8	1/85	0.5%	?	?	?	?
130.06857	27.1	11/85	0.5%	130.0692	4.84	IQ+CO+i	['b(Q)+i', 'b(AG)+i', 'y(Q)-H2O+i', 'y(AG)-H2O+i', 'a(SS)-H2O+i']
130.07597	15.3	12/85	0.4%	?	?	?	?
130.08123	9.8	3/85	0.3%	?	?	?	?
130.08627	5109.2	85/85	49.7%	130.08626	-0.08	IK+CO+H2O-NH3	['y(K)-NH3']
130.09638	35.9	12/85	1.8%	130.09749	8.53	C5H12N3O	[]
130.09746	41.0	26/85	2.2%	130.09749	0.23	C5H12N3O	[]
130.10018	27.7	6/85	1.3%	?	?	?	?
130.10558	469.7	81/85	14.7%	130.10559	0.08	IK+CO+i	['b(K)+i', 'a(GV)+i', 'y(K)-H2O+i']
130.12131	33.7	1/85	0.5%	?	?	?	?
130.38008	20.9	1/85	0.2%	?	?	?	?
130.81878	30.6	5/85	3.0%	?	?	?	?
130.97735	65.3	1/85	0.9%	?	?	?	?
131.00153	68.1	1/85	1.3%	?	?	?	?
131.01614	87.6	5/85	1.1%	131.01613	-0.08	b(M[Oxidation])-NH3	['y(M[Oxidation])-H2O-NH3']
131.03387	66.6	1/85	0.6%	131.03389	0.15	y(E)-NH3	[]
131.04512	19.8	3/85	0.3%	?	?	?	?
131.04917	112.0	11/85	1.4%	131.04914	-0.23	b(F)-NH3	['y(F)-H2O-NH3']
131.05939	36.4	1/85	0.3%	?	?	?	?
131.06858	31.6	38/85	1.2%	131.06848	-0.76	IW-CH3N+i	['b(F)-H2O+i']
131.05882	0.3	1/85	0.0%	?	?	?	?
131.07027	579.0	26/85	5.0%	131.07027	0.0	C6H11O3	[]
131.08144	409.1	85/85	5.6%	131.0815	0.46	a(AS)	['a(GT)']
131.08546	101.4	6/85	2.1%	?	?	?	?
131.08975	91.1	63/85	3.5%	131.08961	-1.07	IK+CO+H2O-NH3+i	['y(K)-NH3+i']
131.11788	348.7	85/85	4.5%	131.11789	0.08	C6H15N2O	[]
131.23179	34.3	5/85	3.3%	?	?	?	?
131.52853	26.2	5/85	0.3%	?	?	?	?
131.64588	54.7	5/85	5.4%	?	?	?	?
131.97423	294.9	2/85	5.2%	?	?	?	?
132.06551	36.5	10/85	1.1%	?	?	?	?
132.0736	34.0	4/85	0.5%	?	?	?	?
132.07673	95.9	78/85	1.6%	132.07675	0.15	C4H10N3O2	[]
132.08075	365.9	85/85	5.3%	132.08078	0.23	IW-CHN	['a(PP)-H2O-NH3']
132.09674	681.5	6/85	6.3%	?	?	?	?
132.10189	79.3	70/85	7.4%	132.10191	0.15	y(I)	['y(L)']
132.10557	36.0	1/85	0.7%	?	?	?	?
132.10649	30.3	1/85	0.8%	?	?	?	?
132.10763	129.9	5/85	2.6%	?	?	?	?
132.1213	10.1	8/85	0.4%	?	?	?	?
132.48069	57.5	5/85	5.8%	?	?	?	?
132.89982	40.7	5/85	4.1%	?	?	?	?
132.95862	55.9	2/85	1.4%	?	?	?	?
133.01409	35.1	1/85	0.9%	?	?	?	?
133.03184	13.4	18/85	1.2%	133.03178	-0.45	y(M)-NH3	[]
133.04299	2220.5	79/85	20.6%	133.04301	0.15	IC[Carbamidomethyl]	['a(CG)']
133.06073	246.4	85/85	3.2%	133.06077	0.3	y(N)	['y(GG)']
133.06475	30.8	7/85	0.9%	?	?	?	?
133.07601	203.4	1/85	2.6%	?	?	?	?
133.08079	33.2	5/85	2.1%	?	?	?	?
133.0842	28.1	1/85	0.6%	133.08413	-0.53	IW-CHN+i	['a(PP)-H2O-NH3+i']
133.08589	110.3	80/85	6.3%	133.08592	0.23	C6H13O3	[]
133.09085	16.4	1/85	0.8%	?	?	?	?
133.09167	57.7	1/85	0.4%	?	?	?	?
133.09714	19.2	1/85	0.5%	?	?	?	?
133.10109	147.8	7/85	2.8%	?	?	?	?
133.10528	1228.9	6/85	19.2%	133.10526	-0.15	y(I)+i	['y(L)+i']
133.32301	65.5	5/85	6.6%	?	?	?	?
133.5876	39.2	5/85	0.6%	?	?	?	?
133.58976	36.3	1/85	1.3%	?	?	?	?
133.74801	27.1	5/85	2.7%	?	?	?	?
133.94829	45.4	1/85	0.6%	?	?	?	?
133.98227	71.6	1/85	0.5%	?	?	?	?
134.0217	34.0	2/85	0.9%	?	?	?	?
134.027	68.5	6/85	0.8%	?	?	?	?
134.04479	24.6	20/85	0.4%	134.04478	-0.07	y(D)	[]
134.04592	22.9	2/85	1.2%	134.04636	3.28	IC[Carbamidomethyl]+i	['a(CG)+i']
134.06	87.5	12/85	1.9%	134.06004	0.3	b(AP)-H2O-NH3	[]
134.07126	9.1	1/85	0.3%	?	?	?	?
134.0811	36.8	6/85	0.6%	?	?	?	?
134.0844	40.8	1/85	0.3%	?	?	?	?
134.08922	105.0	19/85	3.6%	?	?	?	?
134.09638	17.0	7/85	0.7%	134.09643	0.37	a(PV)-H2O-NH3	[]
134.1738	33.0	5/85	3.3%	?	?	?	?
134.60173	29.8	5/85	3.1%	?	?	?	?
134.9197	49.2	1/85	0.6%	?	?	?	?
134.99323	70.3	4/85	1.1%	?	?	?	?
135.03015	22.0	6/85	1.6%	?	?	?	?
135.03128	17.8	2/85	1.5%	?	?	?	?
135.03033	19.3	1/85	1.5%	?	?	?	?
135.03872	61.6	2/85	1.4%	?	?	?	?
135.05525	13.3	6/85	0.3%	?	?	?	?
135.06792	24.4	3/85	0.4%	?	?	?	?
135.0804	42.4	15/85	1.8%	?	?	?	?
135.09026	56.2	4/85	0.8%	?	?	?	?
135.10152	48.8	8/85	1.2%	?	?	?	?
135.11673	227.6	11/85	2.6%	?	?	?	?
135.46507	37.8	5/85	3.9%	?	?	?	?
135.66081	86.0	4/85	9.1%	?	?	?	?
135.6612	85.0	1/85	8.6%	?	?	?	?
135.72869	194.8	1/85	17.1%	?	?	?	?
135.7299	206.4	3/85	18.6%	?	?	?	?
135.73019	210.7	1/85	17.1%	?	?	?	?
135.74979	59.7	1/85	8.4%	?	?	?	?
135.75087	48.9	2/85	8.7%	?	?	?	?
135.75182	48.2	4/85	8.1%	?	?	?	?
135.79824	25.0	2/85	2.6%	?	?	?	?
135.79878	24.4	3/85	2.5%	?	?	?	?
135.89893	33.4	5/85	3.5%	?	?	?	?
135.95629	63.0	1/85	1.0%	?	?	?	?
136.03924	23.6	16/85	0.9%	?	?	?	?
136.05059	18.8	2/85	0.6%	?	?	?	?
136.05583	21.1	7/85	0.3%	?	?	?	?
136.06174	309.1	29/85	18.8%	?	?	?	?
136.06466	68.2	6/85	0.8%	?	?	?	?
136.06782	32.1	1/85	0.2%	?	?	?	?
136.07015	24.6	15/85	1.3%	?	?	?	?
136.07084	67.0	1/85	2.2%	?	?	?	?
136.07566	8665.1	85/85	59.2%	136.07569	0.22	IY	['b(AV)-H2O-NH3', 'b(GI)-H2O-NH3', 'b(GL)-H2O-NH3', 'a(PT)-H2O-NH3']
136.08088	15.1	3/85	0.9%	?	?	?	?
136.0816	66.5	2/85	0.5%	?	?	?	?
136.08683	53.9	33/85	2.6%	?	?	?	?
136.0876	23.1	6/85	0.8%	?	?	?	?
136.12015	31.0	1/85	0.6%	?	?	?	?
136.33605	42.2	5/85	4.3%	?	?	?	?
136.5894	10.8	5/85	0.5%	?	?	?	?
136.77452	86.5	5/85	8.9%	?	?	?	?
136.95476	71.2	1/85	0.2%	?	?	?	?
136.97257	28.5	2/85	0.5%	?	?	?	?
137.0457	25.0	11/85	1.0%	?	?	?	?
137.04724	26.4	1/85	0.3%	?	?	?	?
137.05743	27.6	4/85	0.8%	?	?	?	?
137.05889	47.0	12/85	2.4%	137.05971	5.98	C8H9O2	[]
137.05964	160.9	12/85	1.4%	137.05971	0.51	C8H9O2	[]
137.06503	195.5	17/85	4.1%	?	?	?	?
137.07085	58.0	15/85	1.5%	137.07094	0.66	a(AQ)-H2O-NH3	['b(GP)-H2O', 'a(AAG)-H2O-NH3']
137.07339	26.4	5/85	0.6%	?	?	?	?
137.07912	565.5	85/85	12.1%	137.07904	-0.58	IY+i	['b(AV)-H2O-NH3+i', 'b(GI)-H2O-NH3+i', 'b(GL)-H2O-NH3+i', 'a(PT)-H2O-NH3+i']
137.09605	225.9	7/85	4.3%	?	?	?	?
137.10722	13.4	3/85	0.5%	137.10732	0.73	a(AK)-H2O-NH3	[]
137.1324	226.0	9/85	2.8%	?	?	?	?
137.53402	39.6	1/85	0.4%	?	?	?	?
137.65848	36.1	5/85	3.7%	?	?	?	?
137.9641	31.9	3/85	0.9%	?	?	?	?
138.03243	36.6	5/85	0.4%	?	?	?	?
138.0549	543.2	78/85	4.2%	138.05495	0.36	a(AE)-H2O-NH3	['b(AT)-H2O-NH3', 'b(GP)-NH3', 'y(GP)-H2O-NH3']
138.06615	243.9	78/85	6.6%	138.06619	0.29	b(H)	['IH+CO', 'y(H)-H2O']
138.08143	6.0	2/85	0.3%	?	?	?	?
138.09131	63.9	40/85	1.9%	138.09134	0.22	b(L[Acetyl])-H2O	['a(IS)-H2O-NH3', 'a(LS)-H2O-NH3', 'a(TV)-H2O-NH3']
138.12772	60.4	6/85	1.3%	?	?	?	?
138.53632	33.0	4/85	0.2%	?	?	?	?
138.55095	89.9	5/85	9.1%	?	?	?	?
139.00249	13.7	9/85	0.5%	?	?	?	?
139.02119	30.4	5/85	0.4%	139.02121	0.14	b(M[Acetyl])-H2O-NH3	['b(DG)-H2O-NH3+i']
139.03259	24.1	3/85	0.4%	?	?	?	?
139.05017	72.0	63/85	1.8%	139.0502	0.22	IH+CO+H2O-NH3	['y(H)-NH3', 'a(NS)-H2O-NH3', 'a(GGS)-H2O-NH3']
139.05841	73.5	38/85	1.1%	139.0583	-0.79	a(AE)-H2O-NH3+i	['b(AT)-H2O-NH3+i', 'b(GP)-NH3+i', 'y(GP)-H2O-NH3+i', 'C2H9N3O4']
139.06939	13.4	4/85	0.4%	139.06954	1.08	b(H)+i	['IH+CO+i', 'y(H)-H2O+i']
139.07531	160.8	6/85	5.6%	139.07536	0.36	b(L[Acetyl])-NH3	['y(L[Acetyl])-H2O-NH3']
139.08651	96.9	73/85	3.7%	139.08659	0.58	b(GV)-H2O	['a(PS)-H2O']
139.09779	101.7	26/85	2.1%	139.09782	0.22	b(R)-H2O	[]
139.11169	98.6	7/85	1.7%	?	?	?	?
139.12294	66.5	2/85	0.5%	139.12297	0.22	a(AI)-H2O	['a(AL)-H2O']
139.45194	38.4	5/85	4.0%	?	?	?	?
139.96574	25.6	1/85	0.2%	?	?	?	?
139.99194	41.1	2/85	1.2%	?	?	?	?
140.01063	17.6	6/85	0.3%	?	?	?	?
140.03755	90.1	6/85	1.6%	?	?	?	?
140.04534	11.7	5/85	0.1%	?	?	?	?
140.07056	127.3	74/85	2.2%	140.0706	0.29	b(GV)-NH3	['y(GV)-H2O-NH3', 'a(PS)-NH3', 'a(TT)-H2O-NH3']
140.08176	55.7	43/85	4.5%	140.08184	0.57	IK+CO+H2ON2-H2O-NH3	['IR+CO-NH3', 'b(R)-NH3', 'y(R)-H2O-NH3', 'a(AN)-H2O', 'a(GQ)-H2O', 'a(AGG)-H2O']
140.10691	47.8	17/85	0.9%	140.10699	0.57	a(AI)-NH3	['a(AL)-NH3']
140.11825	61.3	1/85	0.8%	140.11822	-0.21	a(GK)-H2O	[]
140.1433	322.0	6/85	5.3%	?	?	?	?
140.95923	188.0	48/85	4.6%	?	?	?	?
140.96167	109.6	1/85	1.7%	?	?	?	?
141.05454	28.4	5/85	0.8%	?	?	?	?
141.06579	442.3	85/85	9.7%	141.06585	0.43	a(AD)-H2O	['a(AN)-NH3', 'b(AS)-H2O', 'a(EG)-H2O', 'a(GQ)-NH3', 'b(GT)-H2O', 'a(AGG)-NH3']
141.09096	98.5	6/85	1.9%	?	?	?	?
141.09657	90.4	5/85	1.2%	?	?	?	?
141.09756	177.5	1/85	3.3%	?	?	?	?
141.10218	785.1	85/85	16.2%	141.10224	0.43	a(AP)	['a(GK)-NH3', 'a(SV)-H2O']
141.1077	206.1	1/85	0.6%	?	?	?	?
141.11349	25.8	4/85	0.5%	?	?	?	?
141.12731	39.1	5/85	0.8%	?	?	?	?
141.13861	35.1	5/85	0.7%	?	?	?	?
141.14673	36.3	2/85	0.5%	?	?	?	?
141.7432	18.4	5/85	2.0%	?	?	?	?
141.9586	132.0	5/85	3.5%	?	?	?	?
141.97125	23.3	1/85	0.7%	?	?	?	?
142.03216	35.4	1/85	0.5%	142.03211	-0.35	a(CT)-H2O-NH3	['a(GM[Oxidation])-H2O-NH3']
142.04982	29.2	11/85	0.8%	142.04987	0.35	a(AD)-NH3	['b(AS)-NH3', 'y(AS)-H2O-NH3', 'a(EG)-NH3', 'b(GT)-NH3', 'y(GT)-H2O-NH3']
142.06103	9.2	2/85	0.3%	?	?	?	?
142.06514	28.3	3/85	0.7%	142.06513	-0.07	IW-NH3	['a(FG)-H2O-NH3']
142.06872	11.9	12/85	0.5%	142.0692	3.38	a(AD)-H2O+i	['a(AN)-NH3+i', 'b(AS)-H2O+i', 'a(EG)-H2O+i', 'a(GQ)-NH3+i', 'b(GT)-H2O+i', 'a(AGG)-NH3+i']
142.08626	38.3	35/85	1.1%	142.08626	0.0	a(SV)-NH3	[]
142.09117	49.2	3/85	0.5%	?	?	?	?
142.09745	23.8	14/85	0.7%	?	?	?	?
142.10566	19.4	24/85	1.6%	142.10559	-0.49	a(AP)+i	['a(GK)-NH3+i', 'a(SV)-H2O+i']
142.11008	447.5	6/85	5.6%	?	?	?	?
142.12266	138.2	80/85	2.1%	142.12264	-0.14	C8H16NO	[]
142.13385	62.7	2/85	0.9%	?	?	?	?
142.67708	24.0	5/85	2.7%	?	?	?	?
143.03391	17.1	1/85	0.2%	?	?	?	?
143.04511	33.5	23/85	0.8%	?	?	?	?
143.07022	31.4	14/85	0.8%	?	?	?	?
143.0815	529.6	85/85	8.1%	143.0815	0.0	b(AA)	['y(AA)-H2O', 'a(ST)-H2O']
143.08553	25.2	3/85	0.7%	?	?	?	?
143.08798	63.5	1/85	0.4%	?	?	?	?
143.09404	99.8	6/85	1.9%	?	?	?	?
143.10563	16.7	11/85	0.3%	?	?	?	?
143.10663	30.1	13/85	0.4%	?	?	?	?
143.11228	32.8	4/85	0.7%	?	?	?	?
143.11789	1722.6	85/85	22.6%	143.11789	0.0	a(AV)	['a(GI)', 'a(GL)']
