mean monoisotopic m/z	average intensity	ms runs	percentage of spectra	theoretical m/z	delta PPM	primary identification	other identifications	labels
308.17167	4.8	46/100	8.3%	308.17172	0.16	b{AHV}	b{GHI}, b{GHL}, a{HPT}, b{APR}-NH3, y{AHV}-H2O, y{GHI}-H2O, y{GHL}-H2O, a{HKS}-NH3, a{PQQ}-H2O, y{APR}-H2O-NH3, a{DRV}-H2O-NH3, a{KNQ}-H2O-NH3, b{RSV}-H2O-NH3	
308.19107	0.2	3/100	1.2%	308.19105	-0.06	b{APR}-H2O+i	a{HKS}-H2O+i, b{GKR}-H2O-NH3+i, a{NRV}-H2O-NH3+i	
308.19687	0.6	22/100	1.7%	308.19687	0.0	b{IPP}	b{LPP}, y{IPP}-H2O, b{KPV}-NH3, y{LPP}-H2O, a{EIK}-H2O-NH3, a{EKL}-H2O-NH3, b{IKT}-H2O-NH3, b{KLT}-H2O-NH3, y{KPV}-H2O-NH3, b{AL[Acetyl]V}-H2O, b{GIL[Acetyl]}-H2O, b{GLL[Acetyl]}-H2O, a{L[Acetyl]PT}-H2O, a{KL[Acetyl]S}-H2O-NH3	
308.66933	0.5	6/100	0.6%	?	?	?	?	
308.68206	0.8	12/100	0.8%	?	?	?	?	
308.68748	0.5	8/100	0.8%	?	?	?	?	
308.80793	5.5	11/100	10.5%	?	?	?	?	
308.89996	0.5	7/100	1.2%	?	?	?	?	
309.03692	8.5	17/100	5.7%	?	?	?	?	
309.06745	2.0	6/100	1.4%	?	?	?	?	
309.11933	0.6	33/100	1.1%	309.11935	0.06	a{DHT}-NH3	b{DNP}-H2O, a{EHS}-NH3, b{HST}-NH3, b{NNP}-NH3, a{DQQ}-H2O-NH3, a{ENQ}-H2O-NH3, y{HST}-H2O-NH3, b{NQT}-H2O-NH3, y{NNP}-H2O-NH3, b{QQS}-H2O-NH3, b{GHM}-H2O+i	
309.13128	0.4	4/100	1.0%	309.13082	-1.49	y{AMS}+i	y{CSV}+i, y{GMT}+i, y{AAM[Oxidation]}+i, a{M[Oxidation]ST}+i, b{GHN}, y{GHN}-H2O	
309.15578	2.1	45/100	2.8%	309.15573	-0.16	b{NPP}	y{AHV}-NH3, a{EPQ}-H2O, y{GHI}-NH3, y{GHL}-NH3, y{NPP}-H2O, a{PQQ}-NH3, b{PQT}-H2O, a{DKQ}-H2O-NH3, a{EKN}-H2O-NH3, b{KNT}-H2O-NH3, b{KQS}-H2O-NH3, b{GL[Acetyl]N}-H2O	
309.16722	1.6	12/100	3.6%	309.16696	-0.84	a{AHQ}	a{NRT}-H2O-NH3, a{QRS}-H2O-NH3	
309.17427	1.8	4/100	1.8%	309.17507	2.59	b{AHV}+i	b{GHI}+i, b{GHL}+i, a{HPT}+i, b{APR}-NH3+i, y{AHV}-H2O+i, y{GHI}-H2O+i, y{GHL}-H2O+i, a{HKS}-NH3+i, a{PQQ}-H2O+i, y{APR}-H2O-NH3+i, a{DRV}-H2O-NH3+i, a{KNQ}-H2O-NH3+i, b{RSV}-H2O-NH3+i	
309.17493	11.8	8/100	6.9%	309.17507	0.45	b{AHV}+i	b{GHI}+i, b{GHL}+i, a{HPT}+i, b{APR}-NH3+i, y{AHV}-H2O+i, y{GHI}-H2O+i, y{GHL}-H2O+i, a{HKS}-NH3+i, a{PQQ}-H2O+i, y{APR}-H2O-NH3+i, a{DRV}-H2O-NH3+i, a{KNQ}-H2O-NH3+i, b{RSV}-H2O-NH3+i	
309.19164	1.7	18/100	4.5%	309.19212	1.55	a{EKP}-H2O	b{INV}-H2O, a{KPQ}-NH3, b{KPT}-H2O, b{LNV}-H2O, b{QVV}-H2O, a{DKK}-H2O-NH3, b{KKS}-H2O-NH3, a{AL[Acetyl]Q}-H2O	
309.67161	0.4	7/100	0.7%	?	?	?	?	
309.67717	1.2	11/100	1.3%	?	?	?	?	
309.68982	0.6	8/100	0.9%	?	?	?	?	
309.80925	0.6	5/100	1.3%	?	?	?	?	
309.81543	1.7	7/100	2.4%	?	?	?	?	
310.04012	1.6	4/100	1.7%	?	?	?	?	
310.04982	0.8	11/100	2.2%	310.05079	3.13	b{CCH}-H2O-NH3+i		
310.0861	0.5	5/100	1.4%	310.08631	0.68	b{DNN}-H2O-NH3+i	b{GM[Acetyl]N}-H2O-NH3, a{C[Carbamidomethyl]DP}-H2O-NH3, b{C[Carbamidomethyl]PS}-H2O-NH3, a{CHM}-H2O-NH3+i	
310.10331	2.1	27/100	1.4%	310.10336	0.16	b{DDP}-H2O	b{DNP}-NH3, a{DEQ}-H2O-NH3, b{DQT}-H2O-NH3, y{DNP}-H2O-NH3, a{EEN}-H2O-NH3, b{ENT}-H2O-NH3, b{EQS}-H2O-NH3	
310.11458	2.9	32/100	1.7%	310.1146	0.06	b{DGH}	y{DGH}-H2O, y{GHN}-NH3	
310.12195	1.4	3/100	0.7%	310.12199	0.13	a{ACY}	a{CFS}, b{CIQ}-H2O-NH3, b{CLQ}-H2O-NH3, b{MNV}-H2O-NH3, b{GM[Acetyl]P}-H2O, a{AM[Acetyl]Q}-H2O-NH3, a{CL[Acetyl]N}-H2O-NH3, a{M[Oxidation]PQ}-H2O-NH3, a{C[Carbamidomethyl]PP}-NH3, b{AC[Carbamidomethyl]I}-H2O-NH3, b{AC[Carbamidomethyl]L}-H2O-NH3, a{C[Carbamidomethyl]GL[Acetyl]}-H2O-NH3, a{DHT}-NH3+i, b{DNP}-H2O+i, a{EHS}-NH3+i, b{HST}-NH3+i, b{NNP}-NH3+i, a{DQQ}-H2O-NH3+i, a{ENQ}-H2O-NH3+i, y{HST}-H2O-NH3+i, b{NQT}-H2O-NH3+i, y{NNP}-H2O-NH3+i, b{QQS}-H2O-NH3+i	
310.13973	1.5	41/100	1.6%	310.13975	0.06	y{QY}	y{AGY}, b{DPP}, y{FGS}, a{SSY}, y{DPP}-H2O, a{EEP}-H2O, a{EPQ}-NH3, b{EPT}-H2O, y{NPP}-NH3, b{PQT}-NH3, a{DEK}-H2O-NH3, b{DKT}-H2O-NH3, b{EKS}-H2O-NH3, y{PQT}-H2O-NH3, b{DGL[Acetyl]}-H2O, b{GL[Acetyl]N}-NH3, y{GL[Acetyl]N}-H2O-NH3, a{CHI}-NH3+i, a{CHL}-NH3+i, a{C[Carbamidomethyl]PP}-H2O+i	
310.15102	1.0	10/100	0.8%	310.15098	-0.13	a{AEH}	b{AHT}, y{GHP}, b{AQQ}-H2O, y{AHT}-H2O, b{NNV}-H2O, a{DRT}-H2O-NH3, a{ERS}-H2O-NH3, b{RST}-H2O-NH3	
310.16949	1.1	12/100	2.2%	310.17031	2.64	a{AHQ}+i	a{NRT}-H2O-NH3+i, a{QRS}-H2O-NH3+i, a{CIR}-H2O-NH3, a{CLR}-H2O-NH3	
310.17605	11.1	90/100	4.2%	310.17613	0.26	y{KY}	y{PPP}, b{DIV}-H2O, b{DLV}-H2O, a{EKP}-NH3, b{EVV}-H2O, b{INV}-NH3, b{KPT}-NH3, b{LNV}-NH3, b{QVV}-NH3, b{GL[Acetyl]P}, y{INV}-H2O-NH3, y{KPT}-H2O-NH3, y{LNV}-H2O-NH3, y{QVV}-H2O-NH3, a{AEL[Acetyl]}-H2O, a{AL[Acetyl]Q}-NH3, b{AL[Acetyl]T}-H2O, y{GL[Acetyl]P}-H2O	
310.18741	1.4	12/100	2.5%	310.18737	-0.13	a{HIS}	a{HLS}, a{HTV}, b{AKQ}-H2O, b{ARV}-NH3, b{GIR}-NH3, b{GLR}-NH3, a{INQ}-H2O, a{LNQ}-H2O, a{PRT}-NH3, a{QQV}-H2O, y{ARV}-H2O-NH3, y{GIR}-H2O-NH3, y{GLR}-H2O-NH3	
310.21252	4.4	67/100	3.5%	310.21252	0.0	b{IPV}	b{LPV}, a{EII}-H2O, a{EIL}-H2O, a{ELL}-H2O, a{IIQ}-NH3, a{ILQ}-NH3, b{IIT}-H2O, b{ILT}-H2O, y{IPV}-H2O, b{KVV}-NH3, a{LLQ}-NH3, b{LLT}-H2O, y{LPV}-H2O, y{KVV}-H2O-NH3, a{AKL[Acetyl]}-NH3, a{IL[Acetyl]S}-H2O, a{LL[Acetyl]S}-H2O, a{L[Acetyl]TV}-H2O	
310.66125	0.6	11/100	0.6%	?	?	?	?	
310.67944	0.5	8/100	0.9%	?	?	?	?	
310.68497	1.6	14/100	1.5%	?	?	?	?	
310.6977	0.6	6/100	0.6%	?	?	?	?	
310.70324	0.5	7/100	0.6%	?	?	?	?	
310.80739	0.5	5/100	1.5%	?	?	?	?	
310.84571	0.2	5/100	2.0%	?	?	?	?	
310.972	0.7	12/100	1.2%	?	?	?	?	
311.10606	0.9	8/100	1.2%	311.106	-0.19	b{CEI}-H2O-NH3	b{CEL}-H2O-NH3, b{DMV}-H2O-NH3, b{M[Oxidation]Y}, b{GM[Acetyl]P}-NH3, y{M[Oxidation]Y}-H2O, a{AEM[Acetyl]}-H2O-NH3, b{AM[Acetyl]T}-H2O-NH3, a{CDL[Acetyl]}-H2O-NH3, b{CL[Acetyl]S}-H2O-NH3, y{GM[Acetyl]P}-H2O-NH3, a{EM[Oxidation]P}-H2O-NH3, b{M[Oxidation]PT}-H2O-NH3, b{DDP}-H2O+i, b{DNP}-NH3+i, a{DEQ}-H2O-NH3+i, b{DQT}-H2O-NH3+i, y{DNP}-H2O-NH3+i, a{EEN}-H2O-NH3+i, b{ENT}-H2O-NH3+i, b{EQS}-H2O-NH3+i	
311.135	2.3	20/100	1.5%	311.135	0.0	b{AEQ}-H2O	b{AQQ}-NH3, y{AHT}-NH3, b{DNV}-H2O, b{NNV}-NH3, y{AQQ}-H2O-NH3, y{NNV}-H2O-NH3, a{CHP}+i, a{HMS}-H2O+i, b{GMR}-H2O-NH3+i, a{AHM[Oxidation]}-H2O+i	
311.13656	1.4	11/100	2.6%	311.135	-5.01	b{AEQ}-H2O	b{AQQ}-NH3, y{AHT}-NH3, b{DNV}-H2O, b{NNV}-NH3, y{AQQ}-H2O-NH3, y{NNV}-H2O-NH3, a{CHP}+i, a{HMS}-H2O+i, b{GMR}-H2O-NH3+i, a{AHM[Oxidation]}-H2O+i, a{WW}-H2O-NH3+i	
311.13854	1.8	7/100	3.0%	311.13902	1.54	b{FY}	y{FY}-H2O, a{EFP}-H2O-NH3, b{FPT}-H2O-NH3, a{WW}-H2O-NH3+i	
311.13893	2.4	31/100	1.6%	311.13902	0.29	b{FY}	y{FY}-H2O, a{EFP}-H2O-NH3, b{FPT}-H2O-NH3	
311.14797	0.5	6/100	1.9%	311.14623	-5.59	a{HNS}	b{DGR}-H2O, b{GNR}-NH3, a{NNQ}-H2O, y{GNR}-H2O-NH3	
311.15888	0.4	6/100	0.6%	311.15835	-1.7	a{APW}-NH3+i	a{FPQ}-H2O-NH3+i, a{SVW}-H2O-NH3+i, b{DIV}-NH3, b{DLV}-NH3, b{EVV}-NH3, y{DIV}-H2O-NH3, y{DLV}-H2O-NH3, y{EVV}-H2O-NH3, a{AEL[Acetyl]}-NH3, b{AL[Acetyl]T}-NH3, y{GL[Acetyl]P}-NH3, y{AL[Acetyl]T}-H2O-NH3	
311.17145	6.1	77/100	5.2%	311.17138	-0.22	b{NPV}	b{AEK}-H2O, b{AKQ}-NH3, a{DIQ}-H2O, a{DLQ}-H2O, a{EIN}-H2O, a{ELN}-H2O, a{EQV}-H2O, a{INQ}-NH3, b{INT}-H2O, b{IQS}-H2O, a{LNQ}-NH3, b{LNT}-H2O, b{LQS}-H2O, y{NPV}-H2O, a{QQV}-NH3, b{QTV}-H2O, y{HL[Acetyl]}, y{AKQ}-H2O-NH3, a{L[Acetyl]NS}-H2O	
311.17724	0.6	6/100	1.0%	311.17878	4.95	a{IIM[Oxidation]}-H2O-NH3	a{ILM[Oxidation]}-H2O-NH3, a{LLM[Oxidation]}-H2O-NH3	
311.1826	4.0	11/100	6.9%	311.18262	0.06	b{GPR}	a{AER}-H2O, a{AQR}-NH3, b{ART}-H2O, y{GPR}-H2O, a{KNN}-H2O	
311.1953	0.9	11/100	1.2%	311.19474	-1.8	a{FKP}-H2O-NH3+i	a{EII}-NH3, a{EIL}-NH3, a{ELL}-NH3, b{IIT}-NH3, b{ILT}-NH3, y{IPV}-NH3, b{LLT}-NH3, y{LPV}-NH3, y{IIT}-H2O-NH3, y{ILT}-H2O-NH3, y{LLT}-H2O-NH3, a{IL[Acetyl]S}-NH3, a{LL[Acetyl]S}-NH3, a{L[Acetyl]TV}-NH3, b{L[Acetyl]L[Acetyl]}, y{L[Acetyl]L[Acetyl]}-H2O	
311.20094	0.2	6/100	1.1%	311.20195	3.25	a{AQR}-H2O+i		
311.20783	1.8	28/100	2.2%	311.20777	-0.19	a{IPQ}	a{LPQ}, b{AKK}-NH3, a{DIK}-H2O, a{DKL}-H2O, a{EKV}-H2O, a{IKN}-NH3, b{IKS}-H2O, a{KLN}-NH3, a{KQV}-NH3, b{KLS}-H2O, b{KTV}-H2O, y{AKK}-H2O-NH3	
311.21562	0.5	9/100	0.7%	311.21587	0.8	b{IPV}+i	b{LPV}+i, a{EII}-H2O+i, a{EIL}-H2O+i, a{ELL}-H2O+i, a{IIQ}-NH3+i, a{ILQ}-NH3+i, b{IIT}-H2O+i, b{ILT}-H2O+i, y{IPV}-H2O+i, b{KVV}-NH3+i, a{LLQ}-NH3+i, b{LLT}-H2O+i, y{LPV}-H2O+i, y{KVV}-H2O-NH3+i, a{AKL[Acetyl]}-NH3+i, a{IL[Acetyl]S}-H2O+i, a{LL[Acetyl]S}-H2O+i, a{L[Acetyl]TV}-H2O+i	
311.21899	0.4	3/100	0.6%	311.219	0.03	a{AKR}-NH3	a{IRS}-H2O, a{LRS}-H2O, a{RTV}-H2O	
311.29436	0.7	11/100	1.1%	?	?	?	?	
311.66908	0.4	4/100	0.7%	?	?	?	?	
311.67466	1.1	12/100	1.2%	?	?	?	?	
311.68726	0.9	11/100	1.2%	?	?	?	?	
311.69287	0.6	3/100	0.7%	?	?	?	?	
311.81573	0.4	5/100	1.7%	?	?	?	?	
312.02919	0.9	10/100	1.6%	?	?	?	?	
312.04917	23.9	18/100	24.9%	?	?	?	?	
312.06518	0.6	4/100	2.0%	312.06487	-0.99	b{CDQ}-H2O-NH3	b{CEN}-H2O-NH3, b{AC[Carbamidomethyl]D}-H2O-NH3, b{C[Carbamidomethyl]EG}-H2O-NH3	
312.07432	6.7	12/100	2.5%	312.07297	-4.33	b{DGM[Acetyl]}-H2O-NH3+i		
312.10119	1.8	14/100	0.6%	312.10125	0.19	b{CEP}-H2O	b{CPQ}-NH3, b{CDK}-H2O-NH3, y{CPQ}-H2O-NH3, a{DMQ}-H2O-NH3, a{EMN}-H2O-NH3, b{MNT}-H2O-NH3, b{MQS}-H2O-NH3, y{HM[Acetyl]}-NH3, a{M[Acetyl]NS}-H2O-NH3, b{AM[Oxidation]Q}-H2O-NH3, b{AC[Carbamidomethyl]P}-NH3, y{AC[Carbamidomethyl]P}-H2O-NH3, a{C[Carbamidomethyl]DV}-H2O-NH3, b{C[Carbamidomethyl]SV}-H2O-NH3, y{DGH}-NH3+i	
312.11893	1.0	29/100	1.2%	312.11901	0.26	b{AEE}-H2O	b{AEQ}-NH3, b{DDV}-H2O, b{DNV}-NH3, y{AEQ}-H2O-NH3, y{DNV}-H2O-NH3	
312.13026	0.9	9/100	0.9%	312.13025	-0.03	a{DHS}	b{HSS}, a{DNQ}-H2O, b{DGR}-NH3, a{ENN}-H2O, y{HSS}-H2O, a{NNQ}-NH3, b{NNT}-H2O, b{NQS}-H2O, y{DGR}-H2O-NH3	
312.13759	1.1	3/100	0.8%	312.13764	0.16	b{CKP}-NH3	a{EMP}-H2O, a{MPQ}-NH3, b{MPT}-H2O, y{CKP}-H2O-NH3, a{DKM}-H2O-NH3, b{KMS}-H2O-NH3, b{ACL[Acetyl]}-H2O, b{GM[Acetyl]V}-H2O, a{M[Acetyl]PS}-H2O, b{AKM[Oxidation]}-H2O-NH3, a{IM[Oxidation]N}-H2O-NH3, a{LM[Oxidation]N}-H2O-NH3, a{M[Oxidation]QV}-H2O-NH3, a{C[Carbamidomethyl]PV}-NH3, a{C[Carbamidomethyl]IT}-H2O-NH3, a{C[Carbamidomethyl]LT}-H2O-NH3, b{AEQ}-H2O+i, b{AQQ}-NH3+i, y{AHT}-NH3+i, b{DNV}-H2O+i, b{NNV}-NH3+i, y{AQQ}-H2O-NH3+i, y{NNV}-H2O-NH3+i	
312.14515	6.6	15/100	1.2%	312.1455	1.12	a{GHY}-H2O	a{GNW}-H2O, b{MPV}-NH3+i, a{EIM}-H2O-NH3+i, a{ELM}-H2O-NH3+i, b{IMT}-H2O-NH3+i, b{LMT}-H2O-NH3+i, y{MPV}-H2O-NH3+i, a{CL[Acetyl]P}-NH3+i, a{IM[Acetyl]S}-H2O-NH3+i, a{LM[Acetyl]S}-H2O-NH3+i, a{L[Acetyl]MS}-H2O-NH3+i, a{M[Acetyl]TV}-H2O-NH3+i, b{L[Acetyl]M[Acetyl]}-H2O+i, b{M[Oxidation]VV}-H2O-NH3+i, a{AL[Acetyl]M[Oxidation]}-H2O-NH3+i	
312.15531	6.0	75/100	4.9%	312.1554	0.29	b{DPV}	b{AEK}-NH3, a{DEI}-H2O, a{DEL}-H2O, a{DIQ}-NH3, a{DLQ}-NH3, b{DIT}-H2O, b{DLT}-H2O, y{DPV}-H2O, a{EEV}-H2O, a{EIN}-NH3, a{ELN}-NH3, a{EQV}-NH3, b{EIS}-H2O, b{ELS}-H2O, b{ETV}-H2O, b{INT}-NH3, b{IQS}-NH3, b{LNT}-NH3, b{LQS}-NH3, y{NPV}-NH3, b{QTV}-NH3, y{AEK}-H2O-NH3, y{INT}-H2O-NH3, y{IQS}-H2O-NH3, y{LNT}-H2O-NH3, y{LQS}-H2O-NH3, y{QTV}-H2O-NH3, a{DL[Acetyl]S}-H2O, a{L[Acetyl]NS}-NH3, b{L[Acetyl]SS}-H2O	
312.16668	1.6	30/100	3.4%	312.16663	-0.16	y{GHV}	a{HTT}, a{NPQ}, a{AER}-NH3, b{ART}-NH3, a{DKN}-H2O, y{GPR}-NH3, a{KNN}-NH3, b{KNS}-H2O, a{QQT}-H2O, y{ART}-H2O-NH3, a{CPR}-H2O+i	
312.17091	1.1	4/100	1.1%	312.17065	-0.83	a{AVW}-NH3	a{GIW}-NH3, a{GLW}-NH3, a{PPY}-H2O, b{AFK}-H2O-NH3, a{FIN}-H2O-NH3, a{FLN}-H2O-NH3, a{FQV}-H2O-NH3	
312.17593	0.3	11/100	1.3%	312.17473	-3.84	b{NPV}+i	b{AEK}-H2O+i, b{AKQ}-NH3+i, a{DIQ}-H2O+i, a{DLQ}-H2O+i, a{EIN}-H2O+i, a{ELN}-H2O+i, a{EQV}-H2O+i, a{INQ}-NH3+i, b{INT}-H2O+i, b{IQS}-H2O+i, a{LNQ}-NH3+i, b{LNT}-H2O+i, b{LQS}-H2O+i, y{NPV}-H2O+i, a{QQV}-NH3+i, b{QTV}-H2O+i, y{HL[Acetyl]}+i, y{AKQ}-H2O-NH3+i, a{L[Acetyl]NS}-H2O+i	
312.1779	3.9	35/100	2.1%	312.17786	-0.13	y{HR}	a{NRS}-H2O, b{FVV}-H2O-NH3+i, a{IPY}-H2O-NH3+i, a{LPY}-H2O-NH3+i, a{AFL[Acetyl]}-H2O-NH3+i	
312.18534	0.9	8/100	2.1%	312.18597	2.02	b{GPR}+i	a{AER}-H2O+i, a{AQR}-NH3+i, b{ART}-H2O+i, y{GPR}-H2O+i, a{KNN}-H2O+i	
312.19173	1.4	40/100	2.7%	312.19178	0.16	a{EIP}	a{ELP}, b{IPT}, b{LPT}, y{PPV}, a{DIK}-NH3, a{DKL}-NH3, a{EKV}-NH3, b{IKS}-NH3, y{IPT}-H2O, b{KLS}-NH3, b{KTV}-NH3, y{LPT}-H2O, b{GL[Acetyl]V}, a{L[Acetyl]PS}, y{IKS}-H2O-NH3, y{KLS}-H2O-NH3, y{KTV}-H2O-NH3, y{GL[Acetyl]V}-H2O, a{L[Acetyl]TT}-H2O	
312.20305	0.8	7/100	1.1%	312.20302	-0.1	a{KNP}	a{IRS}-NH3, a{KQT}-H2O, a{LRS}-NH3, a{RTV}-NH3, b{L[Acetyl]R}, y{L[Acetyl]R}-H2O	
312.20858	0.6	6/100	0.9%	?	?	?	?	
312.22808	0.8	13/100	0.8%	312.22817	0.29	b{IVV}	b{LVV}, y{IVV}-H2O, y{LVV}-H2O, a{AIL[Acetyl]}, a{ALL[Acetyl]}	
312.64653	2.6	8/100	0.8%	?	?	?	?	
312.67698	1.0	9/100	1.1%	?	?	?	?	
312.68252	0.5	5/100	0.9%	?	?	?	?	
312.69506	0.7	8/100	0.7%	?	?	?	?	
312.70066	0.6	8/100	0.8%	?	?	?	?	
312.83981	0.8	7/100	1.1%	?	?	?	?	
313.03693	0.9	9/100	1.4%	?	?	?	?	
313.0519	37.8	6/100	26.9%	?	?	?	?	
313.11419	1.8	44/100	2.2%	313.11426	0.22	a{DDQ}-H2O	a{DEN}-H2O, a{DNQ}-NH3, b{DNT}-H2O, b{DQS}-H2O, a{ENN}-NH3, b{ENS}-H2O, y{HSS}-NH3, b{NNT}-NH3, b{NQS}-NH3, y{NNT}-H2O-NH3, y{NQS}-H2O-NH3	
313.12169	0.5	3/100	0.6%	313.12165	-0.13	y{MY}	a{EMP}-NH3, b{MPT}-NH3, y{MPT}-H2O-NH3, y{FM[Oxidation]}, b{ACL[Acetyl]}-NH3, b{GM[Acetyl]V}-NH3, a{M[Acetyl]PS}-NH3, y{ACL[Acetyl]}-H2O-NH3, y{GM[Acetyl]V}-H2O-NH3, a{M[Acetyl]TT}-H2O-NH3, a{DIM[Oxidation]}-H2O-NH3, a{DLM[Oxidation]}-H2O-NH3, a{EM[Oxidation]V}-H2O-NH3, b{IM[Oxidation]S}-H2O-NH3, b{LM[Oxidation]S}-H2O-NH3, b{M[Oxidation]TV}-H2O-NH3, b{AEE}-H2O+i, b{AEQ}-NH3+i, b{DDV}-H2O+i, b{DNV}-NH3+i, y{AEQ}-H2O-NH3+i, y{DNV}-H2O-NH3+i	
313.15072	2.5	49/100	2.7%	313.15065	-0.22	a{DPQ}	a{ENP}, b{NPT}, b{PQS}, a{DDK}-H2O, a{DKN}-NH3, b{DKS}-H2O, a{EQT}-H2O, b{KNS}-NH3, y{NPT}-H2O, y{PQS}-H2O, a{QQT}-NH3, b{QTT}-H2O, y{KNS}-H2O-NH3	
313.1583	0.9	3/100	1.2%	313.15875	1.44	b{DPV}+i	b{AEK}-NH3+i, a{DEI}-H2O+i, a{DEL}-H2O+i, a{DIQ}-NH3+i, a{DLQ}-NH3+i, b{DIT}-H2O+i, b{DLT}-H2O+i, y{DPV}-H2O+i, a{EEV}-H2O+i, a{EIN}-NH3+i, a{ELN}-NH3+i, a{EQV}-NH3+i, b{EIS}-H2O+i, b{ELS}-H2O+i, b{ETV}-H2O+i, b{INT}-NH3+i, b{IQS}-NH3+i, b{LNT}-NH3+i, b{LQS}-NH3+i, y{NPV}-NH3+i, b{QTV}-NH3+i, y{AEK}-H2O-NH3+i, y{INT}-H2O-NH3+i, y{IQS}-H2O-NH3+i, y{LNT}-H2O-NH3+i, y{LQS}-H2O-NH3+i, y{QTV}-H2O-NH3+i, a{DL[Acetyl]S}-H2O+i, a{L[Acetyl]NS}-NH3+i, b{L[Acetyl]SS}-H2O+i, b{CII}-NH3, b{CIL}-NH3, b{CLL}-NH3, b{MVV}-NH3, y{CII}-H2O-NH3, y{CIL}-H2O-NH3, y{CLL}-H2O-NH3, y{MVV}-H2O-NH3, a{AIM[Acetyl]}-NH3, a{ALM[Acetyl]}-NH3, a{AL[Acetyl]M}-NH3, a{CL[Acetyl]V}-NH3, a{IM[Oxidation]P}-NH3, a{LM[Oxidation]P}-NH3	
313.16499	1.0	4/100	0.9%	313.1659	2.91	a{GPW}	a{ATW}-H2O, a{FNP}-H2O, b{HIP}-H2O-NH3, b{HLP}-H2O-NH3	
313.1663	0.2	3/100	0.9%	313.1659	-1.28	a{GPW}	a{ATW}-H2O, a{FNP}-H2O, b{HIP}-H2O-NH3, b{HLP}-H2O-NH3	
313.17457	1.1	10/100	1.3%	313.174	-1.82	a{AVW}-NH3+i	a{GIW}-NH3+i, a{GLW}-NH3+i, a{PPY}-H2O+i, b{AFK}-H2O-NH3+i, a{FIN}-H2O-NH3+i, a{FLN}-H2O-NH3+i, a{FQV}-H2O-NH3+i, y{IPT}-NH3, y{LPT}-NH3, y{GL[Acetyl]V}-NH3, a{L[Acetyl]TT}-NH3	
313.18006	0.8	10/100	1.9%	313.18051	1.44	a{AMR}-H2O	a{CRV}-H2O, y{HR}+i, a{NRS}-H2O+i	
313.18705	5.8	78/100	4.1%	313.18703	-0.06	b{AIQ}	b{ALQ}, a{DKP}, b{KPS}, b{NVV}, y{AIQ}-H2O, y{ALQ}-H2O, a{EKT}-H2O, a{KQT}-NH3, b{KTT}-H2O, y{KPS}-H2O, y{NVV}-H2O, a{AL[Acetyl]N}, a{GL[Acetyl]Q}, y{L[Acetyl]R}-NH3	
313.19268	0.8	9/100	1.1%	?	?	?	?	
313.19832	1.7	9/100	2.3%	313.19827	-0.16	b{GRV}	a{PRS}, y{GRV}-H2O, a{RTT}-H2O	
313.20493	1.7	9/100	2.5%	313.20566	2.33	a{KMV}-H2O	a{KNP}+i, a{IRS}-NH3+i, a{KQT}-H2O+i, a{LRS}-NH3+i, a{RTV}-NH3+i, b{L[Acetyl]R}+i, y{L[Acetyl]R}-H2O+i	
313.21643	0.5	11/100	0.6%	?	?	?	?	
313.22346	1.5	36/100	1.4%	313.22342	-0.13	b{AIK}	b{AKL}, a{IIN}, a{ILN}, a{IQV}, a{LLN}, a{LQV}, y{AIK}-H2O, y{AKL}-H2O, a{KKT}-NH3, a{GKL[Acetyl]}	
313.23465	0.6	8/100	0.9%	313.23465	0.0	a{AIR}	a{ALR}	
313.25986	1.0	9/100	1.2%	313.2598	-0.19	a{IKV}	a{KLV}	
313.27362	1.3	11/100	1.9%	?	?	?	?	
313.67213	0.5	7/100	0.8%	?	?	?	?	
313.68478	0.4	3/100	0.7%	?	?	?	?	
313.69033	0.5	6/100	0.7%	?	?	?	?	
313.70315	1.4	6/100	0.7%	?	?	?	?	
313.81068	1.1	7/100	1.5%	?	?	?	?	
314.03809	1.5	3/100	1.3%	?	?	?	?	
314.04464	0.5	9/100	1.2%	?	?	?	?	
314.05384	1.6	4/100	2.1%	?	?	?	?	
314.06483	2.5	3/100	1.3%	?	?	?	?	
314.09815	0.8	25/100	1.1%	314.09828	0.41	a{DDE}-H2O	a{DDQ}-NH3, a{DEN}-NH3, b{DDT}-H2O, b{DES}-H2O, b{DNT}-NH3, b{DQS}-NH3, b{ENS}-NH3, y{DNT}-H2O-NH3, y{DQS}-H2O-NH3, y{ENS}-H2O-NH3, b{CMP}-H2O, a{MMN}-H2O-NH3, a{CC[Carbamidomethyl]I}-H2O-NH3, a{CC[Carbamidomethyl]L}-H2O-NH3	
